,Province_NL,Arrondissement_NL,Arrondissement_FR,Municipality,Province,Province_FR,Province_DE,C_NIS5,Commune_NL,Commune_FR,Commune_DE,StatistischeSector_code_Secteurstatistique,Sector_NL,Sector_FR,Sector_DE,C_NIS6
3345,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A101,PERKSE STRAAT (FAUBOURG),PERKSE STRAAT (FAUBOURG),PERKSE STRAAT (FAUBOURG),23088A
3346,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A13-,SINT-ANTONIUS (FAUBOURG),SINT-ANTONIUS (FAUBOURG),SINT-ANTONIUS (FAUBOURG),23088A
3347,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A14-,BLOEMENWIJK (FAUBOURG),BLOEMENWIJK (FAUBOURG),BLOEMENWIJK (FAUBOURG),23088A
3348,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A152,RIJKSTUINBOUWSCHOOL (FAUBOURG),RIJKSTUINBOUWSCHOOL (FAUBOURG),RIJKSTUINBOUWSCHOOL (FAUBOURG),23088A
3349,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A17-,MIMA (FAUBOURG),MIMA (FAUBOURG),MIMA (FAUBOURG),23088A
3350,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A200,BORGHT -STW.GRIMBERGEN(KASSEI),BORGHT -STW.GRIMBERGEN(KASSEI),BORGHT -STW.GRIMBERGEN(KASSEI),23088A
3351,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A211,SCHILDERSBUURT (KASSEI),SCHILDERSBUURT (KASSEI),SCHILDERSBUURT (KASSEI),23088A
3352,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A220,EUROPAWIJK (KASSEI),EUROPAWIJK (KASSEI),EUROPAWIJK (KASSEI),23088A
3353,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A230,EUROPAWIJK - ETRIMO (KASSEI),EUROPAWIJK - ETRIMO (KASSEI),EUROPAWIJK - ETRIMO (KASSEI),23088A
3354,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A252,KASSEI - EUROPAWIJK - VERBROEDERING,KASSEI - EUROPAWIJK - VERBROEDERING,KASSEI - EUROPAWIJK - VERBROEDERING,23088A
3355,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A28-,DRIE FONTEINEN (KASSEI),DRIE FONTEINEN (KASSEI),DRIE FONTEINEN (KASSEI),23088A
3356,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A290,TANGE - POSTWEG (KONINGSLO),TANGE - POSTWEG (KONINGSLO),TANGE - POSTWEG (KONINGSLO),23088A
3357,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A301,OUD KONINGSLO,OUD KONINGSLO,OUD KONINGSLO,23088A
3358,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A392,KONINGSLO - DE LINDE,KONINGSLO - DE LINDE,KONINGSLO - DE LINDE,23088A
3359,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A40-,HET VOOR - RONDPUNT(KONINGSLO),HET VOOR - RONDPUNT(KONINGSLO),HET VOOR - RONDPUNT(KONINGSLO),23088A
3360,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A411,HET VOOR -STROMBEEK STW.(KON.),HET VOOR -STROMBEEK STW.(KON.),HET VOOR -STROMBEEK STW.(KON.),23088A
3361,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A422,KONINGSLO-HET VOOR-WINKELVELD,KONINGSLO-HET VOOR-WINKELVELD,KONINGSLO-HET VOOR-WINKELVELD,23088A
3362,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A60-,HOUTEM-KERN,HOUTEM-KERN,HOUTEM-KERN,23088A
3363,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A670,TEN HALVE (CENTRUM),TEN HALVE (CENTRUM),TEN HALVE (CENTRUM),23088A
3364,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A69-,HOUTEM-VERSPREIDE BEWONING,HOUTEM-VERSPREIDE BEWONING,HOUTEM-VERSPREIDE BEWONING,23088A
3365,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A77-,SCHAARBEEKLEI (CENTRUM),SCHAARBEEKLEI (CENTRUM),SCHAARBEEKLEI (CENTRUM),23088A
3366,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A812,DUCHE (CENTRUM),DUCHE (CENTRUM),DUCHE (CENTRUM),23088A
3367,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A82-,VILVOORDE MECHELSE STWG. - HENDRIK I LEI (CENTRUM),VILVOORDE MECHELSE STWG. - HENDRIK I LEI (CENTRUM),VILVOORDE MECHELSE STWG. - HENDRIK I LEI (CENTRUM),23088A
3368,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A830,FAR WEST (CENTRUM),FAR WEST (CENTRUM),FAR WEST (CENTRUM),23088A
3369,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088A84-,FAR WEST - DUCHEHOF (CENTRUM),FAR WEST - DUCHEHOF (CENTRUM),FAR WEST - DUCHEHOF (CENTRUM),23088A
3370,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088B000,PEUTIE-KERN,PEUTIE-KERN,PEUTIE-KERN,23088B
3371,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088B0MV,,,,23088B
3372,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Vilvoorde,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23088,Vilvoorde,Vilvorde,Vilvoorde,23088B0PV,PEUTIE - RAVAART,PEUTIE - RAVAART,PEUTIE - RAVAART,23088B
3373,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A00-,ZAVENTEM-CENTRUM,ZAVENTEM-CENTRUM,ZAVENTEM-CENTRUM,23094A
3374,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A010,HOOGSTRAAT,HOOGSTRAAT,HOOGSTRAAT,23094A
3375,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A02-,KOUTER,KOUTER,KOUTER,23094A
3376,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A03-,DAAL,DAAL,DAAL,23094A
3377,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A041,KEIBERG,KEIBERG,KEIBERG,23094A
3378,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A05-,VILVOORDELAAN,VILVOORDELAAN,VILVOORDELAAN,23094A
3379,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A072,ZAVENTEM LEUVENSESTEENWEG,ZAVENTEM LEUVENSESTEENWEG,ZAVENTEM LEUVENSESTEENWEG,23094A
3380,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A081,IMBROEK,IMBROEK,IMBROEK,23094A
3381,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A0MJ,ZAVENTEM IND. TERREIN-KEIBERG,ZAVENTEM IND. TERREIN-KEIBERG,ZAVENTEM IND. TERREIN-KEIBERG,23094A
3382,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A11-,RODE CITE,RODE CITE,RODE CITE,23094A
3383,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A12-,WITTE CITE,WITTE CITE,WITTE CITE,23094A
3384,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A13-,FAZANTENLAAN -SOCIALE WONINGEN,FAZANTENLAAN -SOCIALE WONINGEN,FAZANTENLAAN -SOCIALE WONINGEN,23094A
3385,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A15-,DE HOEK,DE HOEK,DE HOEK,23094A
3386,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A172,MAALBEEKWEG,MAALBEEKWEG,MAALBEEKWEG,23094A
3387,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A231,WATERTOREN,WATERTOREN,WATERTOREN,23094A
3388,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A2MJ,ZAVENTEM VLIEGHAVEN,ZAVENTEM VLIEGHAVEN,ZAVENTEM VLIEGHAVEN,23094A
3389,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094A2PJ,HODELEVELD,HODELEVELD,HODELEVELD,23094A
3390,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094B00-,NOSSEGEM-CENTRUM,NOSSEGEM-CENTRUM,NOSSEGEM-CENTRUM,23094B
3391,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094B01-,KERSENBERGWIJK,KERSENBERGWIJK,KERSENBERGWIJK,23094B
3392,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094B022,KEIBERG-KERN,KEIBERG-KERN,KEIBERG-KERN,23094B
3393,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094B032,LINDERVELD,LINDERVELD,LINDERVELD,23094B
3394,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094B091,NOSSEGEM -KEIBERG -VERSPR.BEW.,NOSSEGEM -KEIBERG -VERSPR.BEW.,NOSSEGEM -KEIBERG -VERSPR.BEW.,23094B
3395,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094B0MA,WEIVELD,WEIVELD,WEIVELD,23094B
3396,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094B0PA,VOSKAPEL,VOSKAPEL,VOSKAPEL,23094B
3397,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094B2MJ,NOSSEGEM VLIEGHAVEN,NOSSEGEM VLIEGHAVEN,NOSSEGEM VLIEGHAVEN,23094B
3398,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094C001,STERREBEEK-CENTRUM,STERREBEEK-CENTRUM,STERREBEEK-CENTRUM,23094C
3399,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094C010,MOORSELVELD,MOORSELVELD,MOORSELVELD,23094C
3400,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094C031,MUSSENHOEK,MUSSENHOEK,MUSSENHOEK,23094C
3401,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094C041,BOESBERG - LINDENBERG,BOESBERG - LINDENBERG,BOESBERG - LINDENBERG,23094C
3402,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094C052,STERREBEEK STEENBERG,STERREBEEK STEENBERG,STERREBEEK STEENBERG,23094C
3403,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094C081,TERWENBERG,TERWENBERG,TERWENBERG,23094C
3404,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094C09-,VOSKAPEL - BOSDELLE,VOSKAPEL - BOSDELLE,VOSKAPEL - BOSDELLE,23094C
3405,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094C112,ZEEN,ZEEN,ZEEN,23094C
3406,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094C122,DEN VIER HUISKENS,DEN VIER HUISKENS,DEN VIER HUISKENS,23094C
3407,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094C132,WAND KERKVELD,WAND KERKVELD,WAND KERKVELD,23094C
3408,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094C18-,STERREBEEK RENBAAN,STERREBEEK RENBAAN,STERREBEEK RENBAAN,23094C
3409,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094C19-,ROT,ROT,ROT,23094C
3410,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094C29-,STERREBEEK - KERKVELD,STERREBEEK - KERKVELD,STERREBEEK - KERKVELD,23094C
3411,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094D000,SINT-STEVENS-WOLUWE-CENTRUM,SINT-STEVENS-WOLUWE-CENTRUM,SINT-STEVENS-WOLUWE-CENTRUM,23094D
3412,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094D011,ST-STEVENS-WO-CENTRUM -AUTOWEG,ST-STEVENS-WO-CENTRUM -AUTOWEG,ST-STEVENS-WO-CENTRUM -AUTOWEG,23094D
3413,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094D022,HOCKEY,HOCKEY,HOCKEY,23094D
3414,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094D031,ENENBOOM,ENENBOOM,ENENBOOM,23094D
3415,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094D04-,WOLUWEBOS,WOLUWEBOS,WOLUWEBOS,23094D
3416,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094D050,RIJMELGEM,RIJMELGEM,RIJMELGEM,23094D
3417,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094D072,SMOLDERS - TREKKERS,SMOLDERS - TREKKERS,SMOLDERS - TREKKERS,23094D
3418,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094D091,HEBRON,HEBRON,HEBRON,23094D
3419,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094D0MJ,LOZENBERG,LOZENBERG,LOZENBERG,23094D
3420,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094D112,ST-STEVENS-WOLUWE LEUVENSESTW. INDUSTRIE,ST-STEVENS-WOLUWE LEUVENSESTW. INDUSTRIE,ST-STEVENS-WOLUWE LEUVENSESTW. INDUSTRIE,23094D
3421,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094D123,HARENHEIDE - HORTENSIA,HARENHEIDE - HORTENSIA,HARENHEIDE - HORTENSIA,23094D
3422,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094D184,BORREVELD,BORREVELD,BORREVELD,23094D
3423,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094D1MJ,ST-STEVENS-WO KERKHOF-VLIEGV,ST-STEVENS-WO KERKHOF-VLIEGV,ST-STEVENS-WO KERKHOF-VLIEGV,23094D
3424,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094D213,ACACIA,ACACIA,ACACIA,23094D
3425,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zaventem,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23094,Zaventem,Zaventem,Zaventem,23094D222,HOF TER EIKEN,HOF TER EIKEN,HOF TER EIKEN,23094D
3426,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zemst,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23096,Zemst,Zemst,Zemst,23096A00-,ZEMST-CENTRUM,ZEMST-CENTRUM,ZEMST-CENTRUM,23096A
3427,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zemst,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23096,Zemst,Zemst,Zemst,23096A01-,ZEMST-CENTRUM-ZUID - RESIDENTIELE BUURT,ZEMST-CENTRUM-ZUID - RESIDENTIELE BUURT,ZEMST-CENTRUM-ZUID - RESIDENTIELE BUURT,23096A
3428,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zemst,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23096,Zemst,Zemst,Zemst,23096A02-,ZEMST KERKVELD,ZEMST KERKVELD,ZEMST KERKVELD,23096A
3429,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zemst,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23096,Zemst,Zemst,Zemst,23096A032,KLEEMPOEL,KLEEMPOEL,KLEEMPOEL,23096A
3430,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zemst,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23096,Zemst,Zemst,Zemst,23096A043,DAMBRUG,DAMBRUG,DAMBRUG,23096A
3431,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zemst,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23096,Zemst,Zemst,Zemst,23096A091,ZEMST-VERSPREIDE BEWONING,ZEMST-VERSPREIDE BEWONING,ZEMST-VERSPREIDE BEWONING,23096A
3432,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zemst,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23096,Zemst,Zemst,Zemst,23096A1AA,P.BENOIT,P.BENOIT,P.BENOIT,23096A
3433,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zemst,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23096,Zemst,Zemst,Zemst,23096A1PA,SPILT BOS,SPILT BOS,SPILT BOS,23096A
3434,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zemst,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23096,Zemst,Zemst,Zemst,23096A202,LAAR,LAAR,LAAR,23096A
3435,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zemst,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23096,Zemst,Zemst,Zemst,23096A283,BOS VAN AA,BOS VAN AA,BOS VAN AA,23096A
3436,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zemst,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23096,Zemst,Zemst,Zemst,23096A291,WORMELAAR,WORMELAAR,WORMELAAR,23096A
3437,Vlaams-Brabant,Halle-Vilvoorde,Hal-Vilvorde,Zemst,Vlaams-Brabant,Brabant flamand,Flämisch-Brabant,23096,Zemst,Zemst,Zemst,23096A391,OKSDONK,OKSDONK,OKSDONK,23096A
