file,text,file_name,line_name,id
14_00,"DATE DU DEPOT  DATE DU  ES OU ABSENTES. NOMS, PRE  DESIGNATION DES PERSONNES DE ark Seg ee os — i TWOEMENT WEAVOE ee en persession, DEMEURES DES PARTIES DECLARANTES. PRENOMS. DOMICILES cree eee  NOMS:  eee (en ee  DROITS DE SUCCESSION  EN LIGNE COLLATAMALE  DROIT  DE MUTATION  NUMEROS  DECLARATIONS  DATE  et de par décés, — ee MUTATION EN LIGNE DIRECTE = ane =f | VALEUR ie ae do ACTIE PARR loo ie 4 a omens ae ‘ iMMEUBLES, é a des droits,  de rectification  woménos dela  consigna: tion  des droits  [cele Pe] | Ee ee |  RECETTE CAUTION+ das NUEMENTS, ay m 2 DROITS ET AMENDES. OBSERVA TIONS. noménos vi Les déclarations aui Bgutent A 1état eomsigma 1 ne gry doivent dtre dinargées en contd tion au quence, dang La présente colonne.) DATE N sommicr  nn"" 30.  2) (2) (2) 2) — OCOD tie oe ry ' 1 1  ry ; . ",14,0,14_0
14_01,,14,1,14_1
14_02,SLVLE IVIGE  eee AQ Fy OS er  | saa  | rd Sever Jakes cl ay ipa Lien 2 ,14,2,14_2
14_03,"2 |Owmonk — stuie Att  ce  364  £040  1g Oo"" “ao  Lo punsuts> 160 Y 19L0)  ",14,3,14_3
14_04,,14,4,14_4
14_05,,14,5,14_5
14_06,,14,6,14_6
14_07,"Asbuey  | hi a ,  a  Lberi cattle,  -timul  SHS  | of; aes ae nt Ze Tied  Et he At fuitled |  4 ae | ve  ",14,7,14_7
14_08,,14,8,14_8
14_09,| i  S of iO Fives  wd Rrcoeke: ua Heuer)  TEL  ,14,9,14_9
14_10,——— ,14,10,14_10
14_11,Ne el a ay | | aut lta  i ,14,11,14_11
14_12,,14,12,14_12
14_13,"Avealt , t “1410 (1) Les déclarations rectificatives et Supp  lémentuires rte é portent le numéro de la déclaration aur les précdde, alleele digo ore ee)  (2) Négligor)  es contim  ",14,13,14_13
15_00,"i CRDEF. EN * 3 ,, cat DESIGNATION DES PERSONNES DECEDEES OU ABSENTES man NOMS, PRENOMS DROITS DE SUCCESSION prorr |NUMEROS RECETTE caUuTION- DATE DU DEPOT a Lae court baie des DATE HuxEnos ie NEMENTS  ACOEMENT DENVOL DE MUTATION dela 5 sT 4 yy mm = . ~ = ES des | i MUTATION EN LIGNE DIRECTE Z ee ton |——_ a | ; 3 possesdon, dé da dea droits sre (Les déclarations qui figarent A Létat DECLARATIONS. NOMS. | PRENOMS. DOMICILES. hort a consigna- | e413 doivent dtre dimargées en consé- Ril pbhelet! Hexigititité eeslee “ ae tion au speence, dans la présente eglonse da délai DATE N | sommier des droits. ne a8 '  i | ices Os —eEEEEEE————————————————————————————— EE  Nn“  dordre DEMEURES DES PARTIES DECLARANTES : Tr  —— VALEUR RESTANT aes FMOTRUDLES,  on cat d'absenco, ACTIF, PASSIF,  ee ese ee ee | { | @) 2)  de rectification n° 30  > ed)  ",15,0,15_0
15_01,"¥ Lge Sloe tonto Ve  Fy A awh, Ciplininy |  i, xo  4£(0 i  1£0_ “19't  28 foe | ae  AY GOYLa. 0G  ",15,1,15_1
15_02,,15,2,15_2
15_03,,15,3,15_3
15_04,,15,4,15_4
15_05,ee Nipmie| e M | E LL | ,15,5,15_5
15_06,"5 dou (derek Mane Ven le ical  i,  ppt  ",15,6,15_6
15_07,| | Arete le doc iD panmertyte ; | | ,15,7,15_7
15_08," IGYt  | : Ge Onean: | Tap faresns- SOLER DUOC Vow 4,1, Doe Z  anne ail Lee Wd Pen, pat ",15,8,15_8
15_09,,15,9,15_9
15_10,,15,10,15_10
15_11,,15,11,15_11
15_12,,15,12,15_12
15_13,| om 6 deta Metis Orspie tg A | ey rh4ee petal | Ufa oy maul Laced ego xe Les ‘arations rectificatives et sup plémen| re : | | ee ae fe tele déclaraton qy (ere th ag boryhitn ae fale aul ane us  eh a les contimes ,15,13,15_13
16_00,"a Ne Ba a RR RR DATE DU DECES  DESIGNATION DES PERSONNES DECEDEES OU ABSENTES. ¥ ae ee ae ? : y« [DATE DU DEPOT = ow da NOMS, PRENOMS BIO E  B be SUCCESSION prorr |NUMEROS RECETTE caution a | ah ach deo wes DE MUTATION os De _ des NEMENTES | "" le r Q | ea a | ot a8 par déces, DECLARATIONS consigna- | PROITS ET AMENDES. Te OBSERV ATIONS. ae | . MUTATION EN LIGNE DIRECTE Te ee numénos ordre. ) noenin _ —_—_ a | SALES NOMS. PRENOMS. DOMICILES ees RESUS ES Dees nties OECLARANTRS; (Guba: tae ee | Ee | RU : ee de eee ae (Les déclarations qut Sgarent A V'état oa eas d'absanoes RESTANT dee g Vexpiration au conslgna- | ne 434 doivent tre émargées en conse Ui ACTIPF. PASSIP. aes . 3 Piel Venigibilite acler DATE yor | tomas | quence, dans ta péentecolonse.) ST TT NET IMMEUDLES. e ee ‘hey Anil po 28 sommier 1 1 1 rT tt J i}  ",16,0,16_0
16_01,"lf phy  Laheny Zeicoy “ | 4 L4eG  IGG  wet pts  tee , CAC aah 7 aes  nonrhes dh By ",16,1,16_1
16_02,,16,2,16_2
16_03,,16,3,16_3
16_04,,16,4,16_4
16_05,,16,5,16_5
16_06,,16,6,16_6
16_07,,16,7,16_7
16_08,I  Deeciaret  |  | | ABoarcal | feiyebls | | |  x ~ Peuseuts Papa}  ee  aacaal  w  ,16,8,16_8
16_09,~ ,16,9,16_9
16_10,,16,10,16_10
16_11,,16,11,16_11
16_12,eee Gy Mvortesry. ees Hattie: CES 406940) ie aaa An : odd gis) 4¢3  L xrgza | te) ,16,12,16_12
16_13,{I} Les déclarations rect  (2) Négligor les contimes. ,16,13,16_13
17_00,"eS | epg & DATE bu pECRS A DESIGNATION DES PERSONNES DECEDEES OU ABSENTES. ye [DATE DU DEPOT  cu dn NOMS, PRENOMS DROITS DE SUCCESSION 3 ee ee | TORENT RYO des |  prorr |NUMEROS  -, Rip pL a  EN LIGNE COLLAT#MALE ul tarde. |  én RECETTE CAUTION-  DATE HUMEROS NEMENTS. DE MUTATION a dela ie = BSERVATIONS it ade par déeds DECLARATIONS consigna- | DROITS ET AMENDES. fi OBSE f NDS.  ee — ca MUTATION EN LIGNE DIRECTE = ae to. ce sd lela "" possession, Sue ‘ a ee de ise des droits DECLARATIONS. NOMS. PRENOMS, DOMICILES ; DEMEURES DES PARTIES DECLARANTES, VALEUR hoe me | ca cas dabsenice. RESTANT ee explrati | | ACTIF. PASSIF. )  ee eee ee  (Les déclarations qui fgurent 4 l'état +413 doivent étre émargées en conté- , dans la présente colonne )  consigna- DATE Nes | fianae ‘ < sommier  n* 30. | | | 1  Venigibiliré ee du délat sommier  . ne 38 de rectification des droits 2  NET IMMEUDLES, 2) (2)  2 2) @)  ",17,0,17_0
17_01,,17,1,17_1
17_02,eae Defame fina  bot  sre i “ ,17,2,17_2
17_03,40° >  i  if rhogit  a  ,17,3,17_3
17_04,,17,4,17_4
17_05,f (hoe “Py noes | ee : re 4  ,17,5,17_5
17_06,|  Avweedt’  Ds eaialde  ape Ves ,17,6,17_6
17_07,"SxY,  ",17,7,17_7
17_08,,17,8,17_8
17_09,"£90  GA  | 1 rae 1 Pocal, 27 ] “928  | aocul “le 14 |  ",17,9,17_9
17_10,,17,10,17_10
17_11,,17,11,17_11
17_12,Melby H Precetpiy Ropenu 2  tae  {oa  ii) 4 ,17,12,17_12
17_13,3  |  ea  Eg  ie ,17,13,17_13
18_00,"= i  NOMS, PRENOMS  a, a  peieeg 2 DATE DU DECES Filey DESIGNATION DES PERSONNES DECEDEES OU ABSENTES. 4 DATE DU DEPOT ou da  2 E a ee D'ENYOI des | pe at Cadre ‘ 5 possession, DEMEURES DES P. fc enenaee NOMS. PRENOMS. DOMICILES. ARTIES DECLARANTES  on cas d'absenco.  DROITS  Ex  MUTATION  ————  DE SUCCESSION  GNK COLLATERALE et de EN LIGNE D  PASSIF  2)  IRECTE  RESTANT  DROIT DE MUTATION  par déces  VALEUR des DETEUDLES,  a  NUMEEROS  des  DATE  DECLARATIONS  ll  —_—__  primitives.  |  supplémen=  taires.  de Vexpiration da délai de rectification  —_——————— f  de Vexigibilité  des droits,  xuménos dela consigna tica des droits au sommier ne 2d  RECETTE  des  DROITS ET AMENDES,  el  DATE  Neo  CAUTION~ NEMENTS,  umEnos dela consigna- tion au somrmier n° 30.  OBSERVATIONS.  {Les déclarations qui Ggarent A état nt 413 doivent Ctre émargées en consé- quence, dans la présente colonne.) ",18,0,18_0
18_01,een il  i ee  ett |  |  ,18,1,18_1
18_02,,18,2,18_2
18_03,,18,3,18_3
18_04,:  IL <p] Carlier (bt aint  SS 2569 de ‘a :  ia  on  704  Oe i  £ pe | “7qal  ue Dane lgta bf Soa  746)  Le  ,18,4,18_4
18_05,,18,5,18_5
18_06,,18,6,18_6
18_07,,18,7,18_7
18_08,Bie | | gfif| s4eb| Gey “ ¢  4 |  49 gohie oo ire 4 } ,18,8,18_8
18_09,| | coe (epg one ,18,9,18_9
18_10,cc  Rawer  Cabs  fanud 49g  ni J  Heat  90  ,18,10,18_10
18_11,"""Yeo, ",18,11,18_11
18_12,"» ‘ sieames Geese Chats oi  icare Peiprsnn Smile, |  ",18,12,18_12
18_13,r lf  @|  H  G  “94 9  1 affecté d'un CXposant. (Ciro. yn  Aaty. VaaLhr_x aulies  1054 oe  ,18,13,18_13
19_00,"j  y« [DATE DU DEPOT  des dordre.  |  |  it)  DECLARATIONS.  DESIGNATION DES PERSONNES DECEDEES OU ABSENTES.  = $$$  NOMS.  PRENOMS.  DOMICILES.  DATE DU DECES ou do JUGEMENT D'ERVO! en possesston,  oa cas absence,  NOMS, PRENOMS er  DEMEURES DES PARTIES DECLARANTES  DROITS DE SUCCESSION DROIT NUMEROS RECETTE Rg a ECETTE eM LIONE contaT#aane . setae CAUTION~ i DE MUTATION des DATE era des NENENTS. et de : * eta var décés DECLARATION = PW AN re MUTATION EN LIGNE DIRECTE par décés. ATION: pss Sy consigna- DROITS ET AMENDES, tt OBSERYV A I IONS, ~ pape = ied | eee BUMEROS reser = JALEUR des droits dela ares VALEU de wauline (Les déclarations qui Ggarent AMétat ois RESTANT des Vexpiration Pexigibi at “e n* 415 dolvent ttre dmargées en coned ACTIF PASSIF, Sane du délad exigibilitd sommier DATE New tion au quence, dans la présente colonne.} NET. ee de rectifeation des droits nt a8 ea * sommier 2 (3) 2) pees =} Pert REE 4 [ice ge = n* 30.  ",19,0,19_0
19_01,,19,1,19_1
19_02,,19,2,19_2
19_03,,19,3,19_3
19_04,,19,4,19_4
19_05,| Arate &. meuf) Pointer igre  heewoth ,19,5,19_5
19_06,"Jb Oe fine OV york, ‘Cornenlénes Peivebhu acerlsguy Atrcwim faryet < OSCa/~ SO lor 5 ag(or (2eF Posted  /f - LLY Oyptg | 7a?  | “Isto \F2E ",19,6,19_6
19_07,dass CLic. 4 audees tha 2 | 4 eee.  |  WS ,19,7,19_7
19_08,,19,8,19_8
19_09,,19,9,19_9
19_10,,19,10,19_10
19_11,"| j , Py cogs Vameulben VAY pee | | | CO"" | eb eveal ; td HELE bares ap . ; | Ow alis| Miy| Aeaatlis nels cans) — | A: | OF Legh thal Ter | | 4 | { : | | ",19,11,19_11
19_12,,19,12,19_12
19_13,"Wefan Slovijadis 4  (1) Les déclarations reo  Ufleatives et Supplémontaires portent le numéro de Ia déclaration qui  Vir | 22 ceuitarh  les Précédo, alfecté dan  ane 4g  @xXposant. (Cien «10;  a Meerl Wenn!  of na ee eee ee ee  4 #  24  G24 ",19,13,19_13
20_00,"EE  nN""  Morte  DATE DU DEPOT dea  DECLARATIONS.  DESIGNATION DES PERSONNES DECEDEES OU ABSENTES.  NOMS.  PRENOMS.  DOMICILES  PATE DU DECES ou de  IVGEMENT p'EAVOE  possetston,  on cas d'absonce.  Sango ae NOMS, PRENOMS  er  DEMEURES DES PARTIES DECLARANTES  DROITS DE SUCCE  BN LIGNE COLLATERALE  ION  et de MUTATION EN LIGNE DIRECTE _———— RESTANT NET,  (2)  AGTIF. PASSIF.  (2)  DROIT DE MUTATION par déces. VALE  des  R  IMME UTLES,  @  NUMEROS  des  DATE  DECLARATIONS  ——_—S——  —_—_  Primitives.  ‘ de de 5 Vexpiration  ae Vexigibalitd a du délai  Ey de rectification des droits  wominos dela consigna+ tion dea droits au somunier n? 28,  RE CAUTION= did NEMENTS, DROITS ET AMENDES. eat stnos ———__ dela consigna tien au  DATE Eton!  sommier n’ 30.  OBSERVATIONS.  (Les déclar ui parent & Pétat nt 443 doly margées en conse quence, dans la présente colenne )  ",20,0,20_0
20_01,,20,1,20_1
20_02,,20,2,20_2
20_03,,20,3,20_3
20_04,,20,4,20_4
20_05,,20,5,20_5
20_06,"ay)  Le thang  Feeh/ Granlves xautin | | (08,  ",20,6,20_6
20_07,,20,7,20_7
20_08,,20,8,20_8
20_09,"149 28 auf  Si elaiawx  Ve  |  | Wvebly eu ty Peheact Coresttartir, |  a ye  G4 (0  ",20,9,20_9
20_10,; a : oe ssa  song  o  Sannin nomena  ie 3 (0. Li  Zo  $60 gf  ,20,10,20_10
20_11,|  aul ,20,11,20_11
20_12,Caen torah Winéorg ty dieser’  es  oe  aaa. pares ,20,12,20_12
20_13,"+ i 4 | pane um ‘ uy R | £5 dée! t ctfleati eclarations rectificatives et supplémentaires portent le numérg de la déet, Seclaration qui jog Précdde de. offers.  fue Bormiewics Jeans  Iw laces  Eee  a ",20,13,20_13
